40.7128, -74.0060
34.0522, -118.2437
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
55.7558, 37.6176
41.8933, 12.4829
19.4326, -99.1332
37.7749, -122.4194
-33.8650, 151.2094
52.5200, 13.4050
55.6761, 12.5683
-22.9083, -43.1964
37.0902, -95.7129
40.7128, -74.0060
34.0522, -118.2437
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
55.7558, 37.6176
41.8933, 12.4829
19.4326, -99.1332
37.7749, -122.4194
-33.8650, 151.2094
52.5200, 13.4050
55.6761, 12.5683
-22.9083, -43.1964
37.0902, -95.7129
40.7128, -74.0060
34.0522, -118.2437
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
55.7558, 37.6176
41.8933, 12.4829
19.4326, -99.1332
37.7749, -122.4194
-33.8650, 151.2094
52.5200, 13.4050
55.6761, 12.5683
-22.9083, -43.1964
37.0902, -95.7129
40.7128, -74.0060
34.0522, -118.2437
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
55.7558, 37.6176
41.8933, 12.4829
19.4326, -99.1332
